AuthorID,Author,Date,Content,Attachments,Reactions
"1463070403886059571","GGAIZ#7546","2026-02-18T14:51:44.6580000-05:00","","",""
"1463070403886059571","GGAIZ#7546","2026-02-18T15:49:44.6150000-05:00","","",""
"1463070403886059571","GGAIZ#7546","2026-02-19T00:13:44.8990000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-19T02:20:24.8720000-05:00","GGAIZ Bot has started","",""
"1463070403886059571","GGAIZ#7546","2026-02-19T02:20:25.0220000-05:00","GGAIZ Bot started scanning","",""
"1463070403886059571","GGAIZ#7546","2026-02-19T09:30:25.9920000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-19T10:24:25.6390000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-19T11:32:25.4030000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-19T12:40:25.4650000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-19T17:00:24.8850000-05:00","GGAIZ Bot stopped scanning","",""
"1463070403886059571","GGAIZ#7546","2026-02-19T17:00:24.9330000-05:00","GGAIZ Bot has stopped","",""
"1463070403886059571","GGAIZ#7546","2026-02-19T18:00:24.8630000-05:00","GGAIZ Bot has started","",""
"1463070403886059571","GGAIZ#7546","2026-02-19T18:00:25.0420000-05:00","GGAIZ Bot started scanning","",""
"1463070403886059571","GGAIZ#7546","2026-02-20T09:40:25.5610000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-20T09:42:25.8610000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-20T11:46:25.9180000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-20T12:40:53.7520000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-20T14:06:25.6660000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-20T14:42:25.8670000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-22T19:20:42.1930000-05:00","GGAIZ Bot has started","",""
"1463070403886059571","GGAIZ#7546","2026-02-22T19:20:42.2570000-05:00","GGAIZ Bot started scanning","",""
"1463070403886059571","GGAIZ#7546","2026-02-23T10:27:33.6490000-05:00","GGAIZ Bot has started","",""
"1463070403886059571","GGAIZ#7546","2026-02-23T10:27:33.7440000-05:00","GGAIZ Bot started scanning","",""
"1463070403886059571","GGAIZ#7546","2026-02-23T11:23:20.5690000-05:00","GGAIZ Bot has started","",""
"1463070403886059571","GGAIZ#7546","2026-02-23T11:23:20.8610000-05:00","GGAIZ Bot started scanning","",""
"1463070403886059571","GGAIZ#7546","2026-02-23T11:30:33.2970000-05:00","GGAIZ Bot has started","",""
"1463070403886059571","GGAIZ#7546","2026-02-23T11:30:33.4520000-05:00","GGAIZ Bot started scanning","",""
"1463070403886059571","GGAIZ#7546","2026-02-23T14:08:33.9720000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-23T14:28:34.7610000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-23T17:00:33.4100000-05:00","GGAIZ Bot stopped scanning","",""
"1463070403886059571","GGAIZ#7546","2026-02-23T17:00:33.6180000-05:00","GGAIZ Bot has stopped","",""
"1463070403886059571","GGAIZ#7546","2026-02-23T18:00:33.3020000-05:00","GGAIZ Bot has started","",""
"1463070403886059571","GGAIZ#7546","2026-02-23T18:00:33.5900000-05:00","GGAIZ Bot started scanning","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T09:46:11.6730000-05:00","GGAIZ Bot has started","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T09:46:12.0390000-05:00","GGAIZ Bot started scanning","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T09:51:45.2770000-05:00","GGAIZ Bot has started","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T09:51:45.7560000-05:00","GGAIZ Bot started scanning","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T09:51:54.2870000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T10:02:27.6130000-05:00","GGAIZ Bot has started","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T10:02:29.3420000-05:00","GGAIZ Bot started scanning","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T10:06:34.2640000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T10:24:32.9660000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T10:26:33.0720000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T10:38:33.7580000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T11:00:28.7410000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T11:20:29.6340000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T12:00:28.7040000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T12:02:28.9390000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T12:04:28.5950000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T12:14:38.4700000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T12:16:33.5300000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T12:44:28.6740000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T12:44:34.2430000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T12:46:28.5030000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T12:46:33.5350000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T12:58:28.4660000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T13:00:28.1700000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T13:06:28.5700000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T13:08:28.8080000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T13:50:30.6230000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T14:08:28.5000000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T14:46:33.2950000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T14:50:29.0500000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T14:56:33.4150000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T15:56:33.2100000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T17:00:27.6250000-05:00","GGAIZ Bot stopped scanning","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T17:00:27.8630000-05:00","GGAIZ Bot has stopped","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T18:00:27.5610000-05:00","GGAIZ Bot has started","",""
"1463070403886059571","GGAIZ#7546","2026-02-24T18:00:27.8410000-05:00","GGAIZ Bot started scanning","",""
"1463070403886059571","GGAIZ#7546","2026-02-25T09:30:48.7230000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-25T17:00:46.9470000-05:00","GGAIZ Bot stopped scanning","",""
"1463070403886059571","GGAIZ#7546","2026-02-25T17:00:47.1470000-05:00","GGAIZ Bot has stopped","",""
"1463070403886059571","GGAIZ#7546","2026-02-26T09:49:39.7760000-05:00","GGAIZ Bot has started","",""
"1463070403886059571","GGAIZ#7546","2026-02-26T09:49:40.0130000-05:00","GGAIZ Bot started scanning","",""
"1463070403886059571","GGAIZ#7546","2026-02-26T09:55:52.5580000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-26T10:14:13.7860000-05:00","GGAIZ Bot has started","",""
"1463070403886059571","GGAIZ#7546","2026-02-26T10:14:13.9170000-05:00","GGAIZ Bot started scanning","",""
"1463070403886059571","GGAIZ#7546","2026-02-26T10:28:25.1880000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-26T10:56:20.5810000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-26T11:00:14.5460000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-26T12:28:25.4250000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-26T12:28:30.5030000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-26T13:16:25.4300000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-26T13:22:55.0640000-05:00","GGAIZ Bot has started","",""
"1463070403886059571","GGAIZ#7546","2026-02-26T13:22:55.2330000-05:00","GGAIZ Bot started scanning","",""
"1463070403886059571","GGAIZ#7546","2026-02-26T13:24:27.2450000-05:00","GGAIZ Bot has started","",""
"1463070403886059571","GGAIZ#7546","2026-02-26T13:24:28.8060000-05:00","GGAIZ Bot started scanning","",""
"1463070403886059571","GGAIZ#7546","2026-02-26T15:24:32.7650000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-26T15:24:38.5970000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-26T17:00:27.2500000-05:00","GGAIZ Bot stopped scanning","",""
"1463070403886059571","GGAIZ#7546","2026-02-26T17:00:27.3470000-05:00","GGAIZ Bot has stopped","",""
"1463070403886059571","GGAIZ#7546","2026-02-26T18:00:27.3860000-05:00","GGAIZ Bot has started","",""
"1463070403886059571","GGAIZ#7546","2026-02-26T18:00:27.7680000-05:00","GGAIZ Bot started scanning","",""
"1463070403886059571","GGAIZ#7546","2026-02-27T09:50:59.1650000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-27T09:50:59.9440000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-27T11:04:34.2720000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-27T11:18:34.0740000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-27T12:56:37.8760000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-27T13:08:33.6180000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-27T14:04:37.7600000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-27T14:24:33.0220000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-27T14:58:32.6400000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-02-27T17:00:27.4310000-05:00","GGAIZ Bot stopped scanning","",""
"1463070403886059571","GGAIZ#7546","2026-02-27T17:00:27.7330000-05:00","GGAIZ Bot has stopped","",""
"1463070403886059571","GGAIZ#7546","2026-03-01T18:00:27.2560000-05:00","GGAIZ Bot has started","",""
"1463070403886059571","GGAIZ#7546","2026-03-01T18:00:27.5390000-05:00","GGAIZ Bot started scanning","",""
"1463070403886059571","GGAIZ#7546","2026-03-02T09:30:28.2510000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-02T09:30:29.1710000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-02T09:30:30.7840000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-02T09:30:31.7700000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-02T09:44:31.9710000-05:00","GGAIZ Bot has started","",""
"1463070403886059571","GGAIZ#7546","2026-03-02T09:44:32.1440000-05:00","GGAIZ Bot started scanning","",""
"1463070403886059571","GGAIZ#7546","2026-03-02T14:34:42.7880000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-02T14:44:38.5730000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-02T15:09:37.2760000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-02T17:00:31.9800000-05:00","GGAIZ Bot stopped scanning","",""
"1463070403886059571","GGAIZ#7546","2026-03-02T17:00:32.1600000-05:00","GGAIZ Bot has stopped","",""
"1463070403886059571","GGAIZ#7546","2026-03-02T18:00:32.0160000-05:00","GGAIZ Bot has started","",""
"1463070403886059571","GGAIZ#7546","2026-03-02T18:00:32.2190000-05:00","GGAIZ Bot started scanning","",""
"1463070403886059571","GGAIZ#7546","2026-03-03T10:00:33.8610000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-03T10:50:34.8300000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-03T11:45:34.1690000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-03T11:45:34.7690000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-03T14:45:37.0630000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-03T14:50:33.4490000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-03T17:00:32.0260000-05:00","GGAIZ Bot stopped scanning","",""
"1463070403886059571","GGAIZ#7546","2026-03-03T17:00:32.1630000-05:00","GGAIZ Bot has stopped","",""
"1463070403886059571","GGAIZ#7546","2026-03-03T18:00:32.0110000-05:00","GGAIZ Bot has started","",""
"1463070403886059571","GGAIZ#7546","2026-03-03T18:00:32.1580000-05:00","GGAIZ Bot started scanning","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T03:58:53.8470000-05:00","GGAIZ Bot has started","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T03:58:54.1390000-05:00","GGAIZ Bot started scanning","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T09:33:54.6290000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T09:34:00.8710000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T09:38:54.5680000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T09:39:00.7330000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T09:43:54.4680000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T09:48:54.6510000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T09:53:54.9130000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T09:54:00.2350000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T09:58:54.7170000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T10:18:54.5740000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T10:18:59.2180000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T10:28:54.7740000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T11:08:54.4910000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T11:18:54.8350000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T11:23:54.7650000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T11:24:00.1800000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T11:28:54.6640000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T11:43:54.7990000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T11:48:54.6990000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T12:08:59.2680000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T12:53:55.0890000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T12:58:54.6520000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T12:58:55.1960000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T13:08:54.6140000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T13:13:54.6600000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T13:28:55.3910000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T13:48:54.4860000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T13:53:54.6400000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T13:58:54.4570000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T14:13:54.8340000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T14:18:54.5970000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T14:38:54.6420000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T14:43:54.5770000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T15:08:54.7160000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T15:13:54.8590000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T15:18:54.6790000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T15:23:54.4090000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T15:28:54.5600000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T15:28:55.3770000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T15:43:54.5290000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T15:43:55.3220000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T15:48:54.5420000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T15:48:59.3870000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T15:53:55.1180000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-04T15:58:55.2700000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-05T10:02:56.6400000-05:00","GGAIZ Bot has started","",""
"1463070403886059571","GGAIZ#7546","2026-03-05T10:02:56.8320000-05:00","GGAIZ Bot started scanning","",""
"1463070403886059571","GGAIZ#7546","2026-03-05T10:08:00.0530000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-05T10:12:16.7890000-05:00","GGAIZ Bot has started","",""
"1463070403886059571","GGAIZ#7546","2026-03-05T10:12:16.9520000-05:00","GGAIZ Bot started scanning","",""
"1463070403886059571","GGAIZ#7546","2026-03-05T10:22:19.8640000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-05T11:52:27.6260000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-05T13:32:17.6230000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-05T14:02:24.9140000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-05T16:07:24.3820000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-05T16:15:16.9120000-05:00","GGAIZ Bot stopped scanning","",""
"1463070403886059571","GGAIZ#7546","2026-03-05T16:15:17.4330000-05:00","GGAIZ Bot has stopped","",""
"1463070403886059571","GGAIZ#7546","2026-03-06T09:00:16.8920000-05:00","GGAIZ Bot has started","",""
"1463070403886059571","GGAIZ#7546","2026-03-06T09:00:17.1420000-05:00","GGAIZ Bot started scanning","",""
"1463070403886059571","GGAIZ#7546","2026-03-06T09:55:23.5150000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-06T10:05:19.4040000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-06T10:05:26.2440000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-06T10:45:18.2420000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-06T11:00:17.3960000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-06T11:10:17.4920000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-06T13:55:23.2200000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-06T14:10:17.6210000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-06T14:10:18.4400000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-06T15:00:19.5950000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-06T15:40:17.6480000-05:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-06T16:15:17.0510000-05:00","GGAIZ Bot stopped scanning","",""
"1463070403886059571","GGAIZ#7546","2026-03-06T16:15:17.2790000-05:00","GGAIZ Bot has stopped","",""
"1463070403886059571","GGAIZ#7546","2026-03-09T09:40:16.0810000-04:00","GGAIZ Bot has started","",""
"1463070403886059571","GGAIZ#7546","2026-03-09T09:40:16.2210000-04:00","GGAIZ Bot started scanning","",""
"1463070403886059571","GGAIZ#7546","2026-03-09T16:15:16.0640000-04:00","GGAIZ Bot stopped scanning","",""
"1463070403886059571","GGAIZ#7546","2026-03-09T16:15:16.3690000-04:00","GGAIZ Bot has stopped","",""
"1463070403886059571","GGAIZ#7546","2026-03-10T09:00:28.2950000-04:00","GGAIZ Bot has started","",""
"1463070403886059571","GGAIZ#7546","2026-03-10T09:00:28.5230000-04:00","GGAIZ Bot started scanning","",""
"1463070403886059571","GGAIZ#7546","2026-03-10T09:15:34.6260000-04:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-10T09:40:29.2760000-04:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-10T09:40:29.7990000-04:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-10T09:50:28.8060000-04:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-10T09:50:33.7390000-04:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-10T09:50:34.2950000-04:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-10T10:50:29.9050000-04:00","@GGAIZ's Alerts","",""
"1463070403886059571","GGAIZ#7546","2026-03-10T11:20:29.1700000-04:00","@GGAIZ's Alerts","",""
